category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorwikimediapage	authorlastnamefirst	authorlastnamestrong	linkedtags	linkedtags2	sourceline	rightsline
Software Development.Requirements	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Level of Requirements Detail	<p> Furthermore, it is impossible for a consultant to walk into your office, examine a requirement, and tell you that it is either too detailed or too vague. The correct level of detail is completely dependent on the needs of the customer. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		72				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	software-development-requirements.html	software-development-requirements.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Pagan Tuna	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Level of Requirements Detail	<p> Furthermore, it is impossible for a consultant to walk into your office, examine a requirement, and tell you that it is either too detailed or too vague. The correct level of detail is completely dependent on the needs of the customer. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		72				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Software Development.Requirements	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Lists of Requirements	<p> The bulleted list of requirements is by far the most cost-effective and beneficial approach. It is simple to create; it is simple to read, regardless of background; and, when stored in a spreadsheet, database, or requirements management tool and augmented with annotations, it has incredible benefits to project management. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		73				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	software-development-requirements.html	software-development-requirements.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Pagan Tuna	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Lists of Requirements	<p> The bulleted list of requirements is by far the most cost-effective and beneficial approach. It is simple to create; it is simple to read, regardless of background; and, when stored in a spreadsheet, database, or requirements management tool and augmented with annotations, it has incredible benefits to project management. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		73				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Design	Alan M. Davis	201 Principles of Software Development	3	Book	Copyright	1995	0070158401	Multiple Design Approaches	<p> A critical aspect of all engineering disciplines is the elaboration of multiple approaches, trade-off analyses among them, and the eventual adoption of one. After requirements are agreed upon, you <em>must</em> examine a variety of architectures and algorithms. </p>	McGraw-Hill, Inc.					2006-11-30T14:29:30-08:00		74				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	design.html	design.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>201 Principles of Software Development</cite>, <span class='datepublished'>1995</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0070158401/portablewisdo-20' class='isbn'>0070158401</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1995</span> by <span class='rightsowner'>McGraw-Hill, Inc.</span>
Pagan Tuna	Alan M. Davis	201 Principles of Software Development	3	Book	Copyright	1995	0070158401	Multiple Design Approaches	<p> A critical aspect of all engineering disciplines is the elaboration of multiple approaches, trade-off analyses among them, and the eventual adoption of one. After requirements are agreed upon, you <em>must</em> examine a variety of architectures and algorithms. </p>	McGraw-Hill, Inc.					2006-11-30T14:29:30-08:00		74				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>201 Principles of Software Development</cite>, <span class='datepublished'>1995</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0070158401/portablewisdo-20' class='isbn'>0070158401</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1995</span> by <span class='rightsowner'>McGraw-Hill, Inc.</span>
Software Development.Requirements	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Requirements Elicitation, Triage and Specification	<p> The primary components of requirements management are requirements elicitation, requirements triage and requirements specification. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		75				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	software-development-requirements.html	software-development-requirements.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Pagan Tuna	Alan M. Davis	Just Enough Requirements Management: Where Software Development Meets Marketing	3	Book	Copyright	2005	0932633641	Requirements Elicitation, Triage and Specification	<p> The primary components of requirements management are requirements elicitation, requirements triage and requirements specification. </p>	Alan M. Davis					2006-11-30T14:29:31-08:00		75				alan-m-davis	Alan_M._Davis	Davis, Alan M.	Alan M. <strong>Davis</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Just Enough Requirements Management: Where Software Development Meets Marketing</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633641/portablewisdo-20' class='isbn'>0932633641</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Alan M. Davis</span>
Software Development.Project Management	Tom DeMarco and Timothy Lister	Waltzing with Bears: Managing Risk on Software Projects	3	Book		2003	0932633609	Belief in Impossible Things	<p> There is probably no job on earth for which an ability to believe six impossible things before breakfast is more of a requirement than software project management. We are routinely expected to work ourselves into a state of believing in a deadline, a budget, or a performance factor that time subsequently may prove to be impossible. </p>						2006-11-30T14:29:32-08:00		77				tom-demarco-and-timothy-lister	Tom_DeMarco_and_Timothy_Lister	DeMarco, Tom and Lister, Timothy	Tom <strong>DeMarco</strong> and Timothy <strong>Lister</strong>	software-development-project-management.html	software-development-project-management.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Waltzing with Bears: Managing Risk on Software Projects</cite>, <span class='datepublished'>2003</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633609/portablewisdo-20' class='isbn'>0932633609</a> 	
Pagan Tuna	Tom DeMarco and Timothy Lister	Waltzing with Bears: Managing Risk on Software Projects	3	Book		2003	0932633609	Belief in Impossible Things	<p> There is probably no job on earth for which an ability to believe six impossible things before breakfast is more of a requirement than software project management. We are routinely expected to work ourselves into a state of believing in a deadline, a budget, or a performance factor that time subsequently may prove to be impossible. </p>						2006-11-30T14:29:32-08:00		77				tom-demarco-and-timothy-lister	Tom_DeMarco_and_Timothy_Lister	DeMarco, Tom and Lister, Timothy	Tom <strong>DeMarco</strong> and Timothy <strong>Lister</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Waltzing with Bears: Managing Risk on Software Projects</cite>, <span class='datepublished'>2003</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633609/portablewisdo-20' class='isbn'>0932633609</a> 	
Software Development	Tom DeMarco, Peter Hruschka, Tim Lister, Steve McMenamin, James Robertson and Suzanne Robertson	Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior	3	Book	Copyright	2008	0932633676	Template Zombies	<p> When you find a project team that is focused on producing a standard document rather than on considering the content of that document, then you are in the land of the template zombies.... </p> <p> In the land of the template zombies, form takes precedence. It is not necessary to think about the content of the document. It is not really necessary to think at all. The important thing is to have something&#8212;anything&#8212;under each of the prescribed headings. Not surprisingly, template zombies are adept in the art of cutting and pasting and ignoring anything that does not fit the dictates of the template. </p>	Authors					2008-11-19T05:43:00-08:00		78	Dorset House Publishing	New York	233-234	tom-demarco-peter-hruschka-tim-lister-steve-mcmenamin-james-robertson-and-suzanne-robertson	Tom_DeMarco%2C_Peter_Hruschka%2C_Tim_Lister%2C_Steve_McMenamin%2C_James_Robertson_and_Suzanne_Robertson	DeMarco, Tom, Hruschka, Peter, Lister, Tim, McMenamin, Steve, Robertson, James and Robertson, Suzanne	Tom <strong>DeMarco</strong>, Peter <strong>Hruschka</strong>, Tim <strong>Lister</strong>, Steve <strong>McMenamin</strong>, James <strong>Robertson</strong> and Suzanne <strong>Robertson</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior</cite>, <span class='city'>New York</span>: <span class='publisher'>Dorset House Publishing</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>233-234</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633676/portablewisdo-20' class='isbn'>0932633676</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>Authors</span>
